Wersja j?zykowa (PL/EN),Zgoda na udzia? (wszyscy = 1),Kod polecaj?cy (nieobligatoryjne),"Po raz kt¢ry gra (1 = 1, 2 = 2, 3 = 3, 4 i 4+ = 4)","P?e? (M??czyzna, Kobieta, Inna)",Skala Kinseya (0-6),"Biseksualno?? - scenariusz z kobiet? = F, scenariusz z m??czyzn? = M)",Wiek,"PozytywnaPrezentacja1 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja2 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja3 (a= sexy, b = kind,c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja4 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja5 (a= sexy, b = kind, c = wealthy, d = healthy, e = artistic)","PozytywnaPrezentacja6 (a= sexy, b = kind, c = wealthy, d= healthy,  e= artistic)","ObrzydliwaPrezencja1 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja2 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja3 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja4 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja5 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja6 (a = patogen, b = sex, c = moral)",Tybur1 (0-6),Tybur2 (0-6),Tybur3(0-6),Tybur4 (0-6),Tybur5 (0-6),Tybur6(0-6),Tybur7 (0-6),Tybur8 (0-6),Tybur9 (0-6),Tybur10 (0-6),Tybur11 (0-6),Tybur12 (0-6),Tybur13 (0-6),Tybur14 (0-6),Tybur15 (0-6),Tybur16 (0-6),Tybur17 (0-6),Tybur18 (0-6),Tybur19 (0-6),Tybur20 (0-6),Tybur21 (0-6),SelfArt (1-11),SelfHealth (1-11),SelfKind (1-11),SelfSexy (1-11),SelfWealth (1-11),IdealArt (1-11),IdealHealth (1-11),IdealKind (1-11),IdealSexy (1-11,IdealWealth (1-11),HasChildren?,HowManyKids,YoungestKidAge,OldestKidAge,"MilkVSCereal (a - milk first, b- cereal first)",attention check,relationship status,timestamp
pl,TRUE,AB13,1,m,4,m,55,e,d,e,d,d,d,b,b,c,c,a,a,4,4,5,6,4,6,2,3,2,5,6,6,5,3,3,1,5,4,4,6,6,6,4,7,4,3,4,8,8,4,6,Tak,1,25,NA,a,2,in relationship,2/13/2023 15:28
pl,TRUE,NA,1,f,1,m,26,a,a,a,b,c,a,c,b,c,c,b,b,2,4,4,6,0,1,5,3,5,6,5,3,4,1,2,5,6,3,5,0,5,8,7,9,6,6,7,7,9,8,6,Nie,0,NA,NA,b,2,in relationship,12/17/2022 23:12
en,TRUE,game,1,f,0,m,39,c,e,c,e,c,a,a,a,b,c,c,c,4,4,6,4,4,5,3,4,4,4,6,3,3,4,5,3,4,5,3,2,5,6,5,8,6,10,6,7,10,6,10,Yes,1,15,NA,b,2,single,2/6/2023 20:30
en,TRUE,NA,1,f,2,m,27,e,a,e,b,a,e,c,c,b,a,c,b,2,0,2,6,1,0,1,0,6,6,4,6,6,1,6,5,0,4,5,6,5,6,7,9,7,7,8,8,10,6,6,No,0,NA,NA,b,2,in relationship,12/22/2022 17:58
pl,TRUE,NA,1,f,5,f,20,a,c,d,e,a,e,b,a,c,c,c,c,4,5,1,4,0,0,2,0,0,4,0,2,5,0,0,0,6,1,6,2,0,6,9,7,7,10,9,7,6,7,6,Nie,0,NA,NA,b,2,in relationship,1/12/2023 23:22
en,TRUE,game,1,m,3,m,30,a,e,d,a,b,c,a,c,c,b,a,c,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,10,10,10,10,10,9,10,10,10,10,No,0,NA,NA,a,2,single,3/21/2023 14:56
en,TRUE,NA,1,f,3,f,58,b,e,b,e,d,c,c,b,c,a,c,a,5,2,3,4,1,2,4,3,4,1,3,2,3,4,3,5,3,3,2,3,4,2,4,6,7,5,5,8,3,5,5,Yes,2,12,8,a,2,in relationship,3/29/2023 16:33
pl,TRUE,NA,1,f,2,m,23,a,c,a,d,d,c,c,a,b,b,a,b,5,6,6,6,0,4,4,0,3,6,6,6,6,5,5,6,6,6,6,0,5,5,8,8,6,7,5,8,8,6,8,Nie,0,NA,NA,a,2,in relationship,12/17/2022 2:16
en,TRUE,game,1,f,0,m,25,e,a,a,d,c,a,c,c,b,c,c,b,0,1,4,4,0,3,0,2,3,3,2,3,1,3,3,1,3,5,0,2,4,5,7,7,7,6,6,7,7,7,8,No,0,NA,NA,b,2,in relationship,2/24/2023 2:18
pl,TRUE,AB12,1,m,0,f,24,e,a,e,c,a,a,c,c,b,c,a,a,4,2,2,6,1,3,3,1,4,6,0,6,4,0,2,3,0,4,6,0,2,6,5,7,6,10,5,8,10,8,4,Nie,0,NA,NA,b,2,in relationship,12/20/2022 21:58
en,TRUE,NA,1,f,2,m,36,d,b,b,c,c,c,c,c,b,c,c,c,2,3,1,2,3,2,4,2,4,3,4,3,2,4,3,4,2,3,4,2,3,6,7,5,8,4,8,6,4,7,6,Yes,2,5,3,a,2,in relationship,2/24/2023 0:42
en,TRUE,game,2,m,6,m,30,c,e,d,c,d,e,a,a,c,a,c,b,1,6,4,3,4,5,5,5,4,6,4,1,3,5,5,0,5,0,6,1,5,3,8,5,7,6,2,7,6,6,6,Yes,1,-1,NA,b,2,in relationship,3/29/2023 18:34
en,TRUE,game,1,f,0,m,51,a,c,a,a,a,a,c,b,c,a,b,b,4,2,4,6,4,5,6,0,4,5,4,3,6,1,2,2,4,1,4,2,4,10,11,11,10,10,10,9,11,11,10,Yes,2,20,23,a,2,in relationship,3/14/2023 2:37
pl,TRUE,AC3,1,m,0,f,19,c,e,d,b,c,c,a,a,a,c,b,c,0,1,3,5,0,1,0,0,0,2,0,6,2,0,0,0,0,0,2,0,3,1,8,6,3,7,6,6,6,8,6,Nie,0,NA,NA,b,2,single,2/10/2023 12:28
pl,TRUE,ab12,1,m,0,f,25,c,e,b,a,a,a,c,c,b,c,b,c,2,5,5,3,0,1,1,0,0,5,4,4,3,0,2,1,3,4,1,5,0,8,6,9,4,11,7,9,8,9,7,Nie,0,NA,NA,b,2,in relationship,2/21/2023 21:58
en,TRUE,NA,1,f,5,f,25,b,b,e,a,e,b,b,c,b,c,c,c,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,7,8,4,8,6,7,9,3,2,6,Yes,1,4,NA,b,2,in relationship,2/6/2023 23:27
pl,TRUE,NA,1,f,0,m,28,a,a,a,a,a,a,b,c,b,b,b,c,1,1,3,5,1,2,1,2,3,6,5,1,6,1,4,4,3,4,5,3,4,10,7,8,9,3,5,7,7,7,10,Nie,0,NA,NA,a,2,in relationship,12/17/2022 21:39
en,TRUE,NA,1,f,4,f,19,e,c,d,c,e,e,b,c,b,c,a,a,2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,No,0,NA,NA,b,2,in relationship,2/24/2023 1:45
pl,TRUE,AB12,1,m,0,f,27,e,c,c,b,a,b,c,b,c,c,c,c,2,4,3,5,0,0,6,0,0,5,0,5,6,0,0,5,5,4,6,0,4,2,8,9,6,7,6,6,8,6,6,Nie,0,NA,NA,b,2,single,12/28/2022 12:57
en,TRUE,game,1,m,1,f,25,c,e,e,a,c,d,c,a,c,a,b,b,1,4,1,5,2,4,6,3,4,3,4,4,5,4,5,3,4,2,4,3,5,9,10,10,11,9,10,10,10,11,9,No,0,NA,NA,a,2,in relationship,3/21/2023 15:58
en,TRUE,NA,1,f,2,m,38,e,e,b,b,d,d,c,b,a,c,b,b,5,5,6,6,0,6,5,3,5,6,6,6,6,6,6,5,6,6,6,3,6,7,6,9,6,5,6,7,7,6,6,Yes,1,8,NA,b,2,single,2/6/2023 23:43
en,TRUE,game,1,f,0,m,35,b,e,e,d,a,c,a,a,c,b,c,a,3,4,4,5,3,4,5,5,4,3,3,3,3,4,5,4,3,5,4,5,5,7,8,7,10,10,8,7,7,8,7,Yes,1,10,NA,a,2,in relationship,3/29/2023 16:11
en,TRUE,NA,1,f,0,m,25,d,a,e,c,e,c,c,c,b,c,b,a,2,3,1,2,3,3,2,2,3,3,4,2,3,3,2,3,3,2,2,3,2,10,11,10,9,10,8,8,9,10,11,Yes,1,4,NA,b,2,in relationship,3/29/2023 20:46
pl,TRUE,KG0902,1,f,1,m,26,d,d,d,c,e,e,b,b,b,c,b,c,2,6,4,2,4,5,2,0,0,6,0,5,1,1,4,4,5,1,0,6,6,6,8,5,5,7,6,8,8,7,8,Nie,0,NA,NA,b,2,in relationship,1/7/2023 13:59
en,TRUE,game,4,m,0,f,35,a,b,a,e,d,b,c,b,b,c,a,a,3,3,4,3,2,3,4,3,3,4,3,2,1,2,2,1,2,1,2,2,1,6,6,5,7,6,5,6,7,6,5,Yes,1,4,NA,a,2,in relationship,3/10/2023 23:14
en,TRUE,NA,1,m,6,m,47,c,e,d,e,d,c,b,b,c,c,b,a,4,1,4,1,0,0,1,1,1,3,1,3,4,5,3,4,3,4,3,5,4,8,9,7,3,4,4,1,1,1,4,Yes,2,18,15,a,2,other,3/29/2023 17:08
en,TRUE,game,2,f,5,f,35,e,e,e,c,b,a,c,b,a,a,a,c,1,3,1,2,4,3,5,2,4,3,5,1,3,1,2,3,1,3,2,4,3,3,6,3,5,7,4,5,5,3,5,Yes,1,4,NA,b,2,in relationship,3/21/2023 13:23
pl,TRUE,KG0902,1,f,0,m,24,d,e,e,a,e,e,a,a,c,c,a,b,6,5,6,6,3,5,3,3,4,6,4,5,4,3,5,4,5,6,3,2,4,11,5,8,8,9,7,8,7,9,6,Nie,0,NA,NA,a,2,in relationship,1/29/2023 23:40
en,TRUE,game,1,m,0,f,31,e,c,c,e,b,e,c,b,a,c,b,c,3,4,6,6,1,5,4,2,3,5,2,5,4,3,4,3,5,6,4,5,3,7,4,7,5,2,6,5,7,6,6,No,0,NA,NA,b,2,single,2/6/2023 22:33
en,TRUE,game,1,f,1,m,51,e,c,e,b,d,b,a,b,a,a,c,c,4,3,6,6,1,1,5,1,4,5,1,4,6,2,5,4,5,6,6,2,1,7,6,6,7,8,7,7,8,8,6,No,0,NA,NA,b,2,in relationship,2/6/2023 23:30
en,TRUE,game,1,m,0,f,28,b,c,c,b,b,e,c,c,b,a,a,c,2,2,5,5,0,0,3,3,1,5,3,6,4,2,4,2,0,4,3,0,2,8,7,9,6,5,8,8,9,8,7,No,0,NA,NA,b,2,single,2/6/2023 20:43
en,TRUE,NA,1,f,3,f,25,e,e,c,e,b,c,b,b,a,a,c,a,4,4,3,4,3,2,3,4,4,4,4,4,3,4,5,4,3,3,4,4,4,3,4,9,8,8,8,8,9,7,7,No,0,NA,NA,b,2,in relationship,2/23/2023 23:49
en,TRUE,NA,1,f,3,m,21,e,b,c,d,e,e,a,c,b,c,b,b,5,4,6,6,0,4,2,0,1,5,3,6,1,0,4,5,6,5,4,1,4,8,6,5,6,5,7,6,7,6,6,No,0,NA,NA,b,2,single,2/6/2023 22:54
en,TRUE,NA,1,m,0,f,33,b,b,a,c,d,d,a,c,a,c,b,a,5,5,5,4,4,4,3,3,2,2,4,2,3,3,4,2,4,2,2,3,3,6,8,7,8,9,9,9,8,7,7,Yes,2,3,5,a,2,in relationship,3/7/2023 21:32
en,TRUE,game,1,m,0,f,31,c,b,d,d,d,c,b,b,a,a,b,c,3,3,4,4,5,4,5,5,4,4,5,4,4,3,3,3,3,4,3,3,4,4,4,4,4,6,3,6,6,4,5,Yes,1,4,NA,b,2,in relationship,3/29/2023 16:30
pl,TRUE,Kg902,1,f,2,m,23,d,c,a,d,d,e,c,a,b,b,c,c,3,2,6,6,0,0,3,0,0,6,0,5,6,3,2,3,6,5,3,4,2,6,8,6,8,6,6,9,9,8,8,Nie,0,NA,NA,b,2,in relationship,1/5/2023 15:45
en,TRUE,game,1,m,0,f,27,c,d,c,a,c,c,b,b,a,c,b,a,4,4,5,5,5,4,4,4,4,5,5,4,4,4,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,No,0,NA,NA,a,2,single,3/11/2023 1:19
en,TRUE,game,1,m,1,f,33,d,b,c,c,b,a,c,a,a,c,a,c,4,1,1,5,1,3,4,2,4,4,2,3,3,3,1,4,1,5,4,1,2,7,8,9,9,8,8,9,8,8,9,Yes,1,2,NA,b,2,in relationship,2/24/2023 0:23
en,TRUE,NA,1,f,0,m,51,d,c,c,d,a,e,c,b,c,c,c,a,6,5,6,6,0,0,5,1,2,6,3,6,6,4,5,5,5,6,6,5,5,6,6,11,6,6,6,6,11,6,6,Yes,1,30,NA,b,2,single,2/6/2023 22:42
en,TRUE,NA,1,f,1,m,22,c,c,b,e,b,b,c,c,c,c,b,b,4,6,6,5,4,5,6,5,6,6,6,4,3,3,5,5,5,4,5,5,5,6,7,9,2,6,11,8,11,6,8,No,0,NA,NA,b,2,single,2/6/2023 22:54
pl,TRUE,NA,1,f,3,f,28,e,c,a,c,a,d,a,b,c,c,c,c,0,2,3,5,0,2,1,0,4,5,1,0,5,1,3,2,4,5,5,2,6,7,6,8,8,7,7,9,6,6,8,Nie,0,NA,NA,b,2,in relationship,2/7/2023 9:29
pl,TRUE,AB12,1,f,0,m,22,a,c,a,d,a,e,c,b,c,c,b,c,3,4,6,6,1,2,2,0,3,6,5,6,0,0,6,4,4,6,5,0,3,4,8,7,6,5,6,6,7,6,7,Nie,0,NA,NA,b,2,in relationship,12/28/2022 8:44
en,TRUE,NA,1,f,4,f,19,e,c,d,c,e,e,b,c,b,c,a,a,2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,No,0,NA,NA,b,2,single,2/24/2023 1:45
en,TRUE,game,1,f,0,m,36,d,e,b,d,c,e,c,b,a,a,c,c,4,3,2,4,1,0,2,0,1,4,0,1,4,0,1,3,1,1,3,0,3,6,6,8,6,4,6,6,8,6,7,No,0,NA,NA,b,2,in relationship,2/6/2023 23:10
en,TRUE,game,1,f,0,m,32,b,d,b,a,c,b,c,b,b,b,b,c,4,4,1,3,2,4,0,5,2,4,1,1,4,3,4,2,3,1,5,4,2,11,11,10,9,8,11,11,9,7,5,Yes,1,7,NA,b,2,in relationship,2/23/2023 23:55
en,TRUE,NA,1,f,0,m,40,c,c,d,d,d,d,c,b,a,b,c,c,5,5,5,6,4,4,5,5,5,5,5,5,5,2,3,5,5,4,4,6,5,3,8,6,5,7,6,8,8,6,8,No,0,NA,NA,b,2,in relationship,2/7/2023 0:13
pl,TRUE,KG0902,1,f,6,f,23,c,d,a,b,a,a,c,a,c,a,c,c,3,5,5,5,1,3,3,5,4,6,4,4,3,2,5,3,3,5,3,1,4,3,11,10,6,6,6,11,9,9,6,Nie,0,NA,NA,a,2,single,1/5/2023 15:12
pl,TRUE,Kg0902,1,m,0,f,39,a,a,c,c,e,d,a,c,b,b,b,b,2,2,3,4,1,2,0,0,1,5,1,4,3,0,2,2,1,4,3,1,3,2,8,6,8,7,6,9,9,9,7,Tak,1,5,NA,a,2,in relationship,1/30/2023 0:02
en,TRUE,game,1,f,0,m,33,a,c,e,b,b,a,c,b,c,c,b,b,2,1,5,3,2,5,3,1,3,2,3,5,3,2,5,3,2,3,3,0,4,8,5,7,5,6,6,6,7,7,8,Yes,1,6,NA,b,2,in relationship,3/29/2023 16:48
en,TRUE,NA,1,m,3,m,18,c,e,e,b,b,b,a,c,a,a,c,a,2,4,5,6,0,1,3,1,2,5,3,4,5,6,2,5,6,2,3,4,2,8,6,6,6,8,7,6,7,7,6,No,0,NA,NA,b,2,in relationship,1/30/2023 22:55
en,TRUE,game,1,f,0,m,53,e,e,e,d,d,b,a,a,c,a,c,c,3,3,3,3,0,3,3,3,2,1,2,3,3,3,4,4,4,5,4,4,3,7,8,10,9,9,6,7,9,7,9,Yes,1,27,NA,b,2,single,2/6/2023 22:31
pl,TRUE,AB12,1,f,1,m,19,e,d,d,d,c,a,c,a,b,c,c,c,2,4,4,6,4,2,2,1,2,6,4,4,6,4,4,6,2,1,6,3,2,6,6,7,3,6,6,8,7,6,7,Nie,0,NA,NA,a,2,single,1/24/2023 11:04
en,TRUE,game,1,m,1,f,34,a,c,e,c,e,b,c,b,a,c,a,b,3,3,2,2,2,3,3,3,3,3,2,1,3,2,2,2,2,3,3,1,2,8,8,8,9,9,9,8,9,9,9,Yes,1,2,NA,a,2,in relationship,2/24/2023 1:10
en,TRUE,game,1,m,1,f,24,b,c,b,a,a,b,b,b,a,a,a,a,2,3,4,4,4,3,2,1,2,3,4,3,4,3,2,3,4,3,2,3,4,7,8,6,6,7,6,7,6,7,7,No,0,NA,NA,a,2,in relationship,2/24/2023 0:02
pl,TRUE,NA,1,m,5,m,21,a,c,b,b,a,a,a,a,b,c,c,b,0,0,4,5,0,2,0,1,2,5,4,4,2,0,2,6,2,0,2,0,5,7,9,6,7,5,6,6,9,6,6,Nie,0,NA,NA,b,2,in relationship,1/23/2023 17:06
pl,TRUE,NA,1,f,3,f,21,e,c,e,d,e,e,c,b,a,c,c,c,5,2,2,5,4,2,1,0,2,6,3,4,5,0,4,5,5,4,6,4,2,7,6,7,3,5,6,6,7,5,6,Nie,0,NA,NA,b,2,in relationship,2/7/2023 15:17
pl,TRUE,AB12,1,m,0,f,24,b,b,b,a,d,a,a,c,c,c,c,a,2,4,6,3,1,3,0,1,2,2,0,4,3,1,4,4,2,3,2,1,2,5,7,6,7,8,6,7,7,8,7,Nie,0,NA,NA,b,2,single,12/31/2022 22:37
en,TRUE,game,1,f,0,m,34,c,a,e,c,c,e,c,b,a,a,c,c,2,5,5,5,4,4,6,4,1,4,5,4,6,4,6,6,6,6,5,2,6,1,6,7,6,3,6,4,10,6,9,Yes,2,8,13,b,2,single,2/6/2023 23:15
pl,TRUE, KG0902,1,f,3,m,21,e,c,d,c,d,b,b,c,a,c,b,b,2,1,6,5,0,0,1,0,1,5,5,1,2,0,1,3,6,0,2,0,1,6,8,9,7,5,6,6,9,7,6,Nie,0,NA,NA,b,2,in relationship,1/5/2023 0:15
en,TRUE,game,1,m,3,m,32,a,a,c,a,a,e,c,b,a,b,c,c,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,Yes,1,11,NA,b,2,in relationship,2/6/2023 20:45
pl,TRUE,NA,1,f,0,m,26,e,c,a,b,d,b,c,c,c,a,b,b,6,6,3,6,0,2,4,2,6,6,3,1,6,6,5,5,6,5,6,3,6,1,7,6,6,5,1,8,7,7,7,Nie,0,NA,NA,a,2,single,12/17/2022 16:15
pl,TRUE,AB12,1,m,3,f,28,e,c,e,e,a,a,b,a,c,c,c,c,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,6,6,7,6,7,8,Nie,0,NA,NA,a,2,single,12/28/2022 21:27
en,TRUE,game,1,m,4,m,41,b,e,e,b,d,d,b,a,a,c,c,c,5,4,5,5,4,4,3,4,4,5,3,3,4,3,3,5,5,3,4,4,5,2,2,6,10,3,2,2,2,4,2,Yes,2,14,9,b,2,in relationship,3/29/2023 16:19
pl,TRUE,AB12,1,f,3,m,26,e,c,d,d,b,e,c,b,b,a,b,b,4,0,2,6,0,4,2,0,2,6,2,2,2,0,2,4,6,3,5,0,1,7,6,8,8,7,6,8,6,7,7,Nie,0,NA,NA,b,2,single,12/29/2022 20:45
en,TRUE,game,1,m,0,f,35,c,b,b,a,c,c,c,c,c,c,b,b,0,5,4,6,6,3,2,6,4,5,5,1,3,6,5,5,6,0,5,6,5,9,11,11,11,10,11,10,11,10,11,Yes,1,3,NA,b,2,in relationship,3/29/2023 16:06
en,TRUE,game,1,f,0,m,25,a,c,a,e,a,d,b,c,a,b,a,a,2,3,4,3,2,2,3,4,4,3,4,3,2,2,3,4,3,2,2,3,3,6,8,9,8,10,8,9,10,9,10,Yes,1,1,NA,a,2,in relationship,2/6/2023 21:22
pl,TRUE,NA,1,m,0,f,31,c,c,b,b,b,b,c,c,a,c,a,a,2,1,1,4,1,1,1,0,2,5,1,4,2,1,4,3,2,1,3,0,0,3,9,9,3,8,7,9,8,7,4,Nie,0,NA,NA,b,2,single,12/22/2022 12:03
pl,TRUE,AB12,1,f,0,m,28,b,a,a,d,a,a,c,b,c,a,b,b,3,6,4,6,6,6,0,3,6,0,6,4,4,6,1,6,6,5,5,0,6,1,11,11,5,6,7,9,11,11,8,Nie,0,NA,NA,b,2,in relationship,12/28/2022 6:53
pl,TRUE,KG0902,1,f,1,m,20,c,c,e,e,e,e,c,b,c,c,c,c,0,0,2,1,0,1,0,0,1,4,0,2,0,0,1,4,5,5,1,0,1,6,8,7,6,6,7,7,10,8,8,Nie,0,NA,NA,a,2,single,1/29/2023 16:34
en,TRUE,game,1,m,3,f,56,c,e,c,c,c,c,c,c,a,c,c,a,3,2,3,2,3,4,3,4,3,4,4,3,4,3,5,4,3,4,5,4,3,5,7,5,5,6,9,8,9,7,8,Yes,2,7,12,b,1,in relationship,3/29/2023 17:31
en,TRUE,game,2,m,6,m,30,b,d,e,b,a,c,a,b,b,b,a,b,6,6,3,6,6,3,6,6,6,3,6,2,2,3,6,6,6,6,6,4,4,4,5,4,5,6,2,6,8,7,6,No,0,NA,NA,a,2,in relationship,3/29/2023 19:56
en,TRUE,game,1,m,5,m,32,b,d,d,a,c,e,a,a,a,a,c,b,3,4,2,5,4,1,3,5,4,2,5,3,4,5,1,2,3,4,5,2,4,2,3,6,4,3,5,7,8,5,5,Yes,1,10,NA,b,2,in relationship,2/6/2023 20:47
en,TRUE,game,1,f,2,m,25,e,e,e,e,a,b,b,b,c,a,b,a,3,2,4,3,5,4,3,4,5,3,4,3,4,5,4,3,2,3,4,5,4,2,3,5,6,6,2,8,7,9,7,Yes,2,1,3,a,2,in relationship,3/29/2023 17:05
en,TRUE,game,1,m,1,f,29,c,d,b,c,a,b,b,a,a,a,b,a,2,4,3,0,4,6,2,4,3,5,2,4,3,5,2,6,3,4,2,5,3,4,6,6,7,6,4,9,5,6,6,Yes,2,4,3,a,2,in relationship,2/6/2023 22:49
pl,TRUE,NA,1,m,1,f,29,e,a,a,d,a,a,a,a,b,c,a,a,3,1,5,4,2,4,3,0,1,6,1,5,6,0,5,5,0,2,4,0,2,6,9,9,7,8,9,9,9,9,7,Nie,0,NA,NA,b,2,single,12/16/2022 20:09
en,TRUE,game,1,f,0,m,51,e,e,c,b,a,e,c,b,a,a,c,c,4,4,3,4,3,3,3,3,2,3,2,4,5,4,4,4,5,6,5,3,3,6,5,7,6,6,6,6,8,6,6,No,0,NA,NA,b,2,in relationship,3/29/2023 16:52
pl,TRUE,KG0902,1,f,0,m,40,b,c,b,c,a,b,c,c,c,c,c,c,6,6,6,6,6,0,0,6,1,6,6,3,6,6,3,3,6,3,6,6,3,6,6,11,6,6,6,11,10,10,11,Tak,2,13,20,b,2,other,1/4/2023 21:50
pl,TRUE,NA,1,f,0,m,27,e,c,a,c,a,e,c,c,a,b,b,c,4,2,3,6,0,1,1,0,1,5,2,2,5,0,3,2,6,4,4,0,5,7,9,10,6,7,6,9,10,7,8,Nie,0,NA,NA,b,2,in relationship,12/17/2022
pl,TRUE,NA,1,m,0,f,29,b,e,e,d,d,e,a,b,b,c,c,b,1,3,5,1,1,3,1,3,4,1,3,3,1,3,5,1,3,2,1,1,4,6,9,7,6,8,8,8,8,8,6,Nie,0,NA,NA,a,2,in relationship,12/17/2022
en,TRUE,NA,1,m,3,f,24,e,e,b,d,c,b,b,c,c,b,a,c,1,3,4,4,5,5,3,1,1,1,3,2,4,4,4,3,2,2,1,0,3,4,4,6,9,3,7,8,9,5,6,Yes,2,4,4,a,2,in relationship,2/6/2023
en,TRUE,game,2,m,5,m,43,c,c,d,c,e,b,c,a,b,b,b,c,3,4,3,4,3,4,5,4,5,3,4,6,3,5,5,4,3,4,6,5,3,8,11,2,9,3,10,10,3,5,7,Yes,1,3,NA,a,4,in relationship,2/6/2023
en,TRUE,game,1,m,1,f,33,d,d,c,c,e,b,a,b,b,c,b,c,1,2,3,4,5,6,5,4,3,2,3,3,4,5,6,5,4,3,2,3,4,5,4,6,4,4,5,4,3,4,5,Yes,1,4,NA,a,2,in relationship,2/6/2023
en,TRUE,NA,1,f,0,m,28,a,e,e,d,c,e,a,c,b,c,b,b,3,6,6,6,4,1,2,3,4,6,3,6,5,1,5,3,5,4,6,3,5,6,7,8,6,6,6,8,8,7,8,No,0,NA,NA,b,2,in relationship,2/23/2023
pl,TRUE,NA,1,f,5,f,20,e,a,a,e,d,e,c,c,a,a,a,c,2,3,2,2,0,1,1,0,2,4,5,5,2,0,2,3,5,5,4,2,5,2,9,9,7,6,2,8,9,7,6,Nie,0,NA,NA,a,2,in relationship,1/31/2023
en,TRUE,game,1,f,2,m,25,e,b,e,c,a,b,a,a,a,a,b,b,4,1,6,6,1,0,5,1,2,6,2,4,6,2,1,6,5,3,4,0,5,7,5,8,8,6,7,6,9,6,6,No,0,NA,NA,b,2,in relationship,2/7/2023
en,TRUE,NA,1,f,0,m,43,a,a,e,e,e,d,c,b,a,a,c,b,4,4,5,6,3,4,5,3,2,1,2,4,4,3,3,3,2,4,4,4,3,7,9,9,8,8,6,8,9,9,9,Yes,2,9,11,b,2,in relationship,2/6/2023
en,TRUE,NA,1,m,5,m,32,b,b,b,b,b,e,b,b,b,a,a,a,2,3,3,3,3,3,3,3,4,4,4,2,2,3,3,3,2,2,2,2,2,9,6,3,5,4,4,5,1,1,4,Yes,9048,32,25,b,2,single,3/21/2023
en,TRUE,game,1,f,2,m,27,e,c,a,c,a,a,c,b,a,b,c,a,2,1,0,4,0,3,2,0,0,3,2,3,3,0,3,4,3,4,4,0,1,9,6,8,6,5,8,6,8,8,6,No,0,NA,NA,b,2,single,2/7/2023
en,TRUE,game,1,f,3,m,29,e,a,b,a,c,e,c,b,c,c,c,c,2,3,6,5,4,3,3,2,4,4,1,6,4,3,3,5,4,5,5,2,4,7,4,9,6,4,9,6,9,6,6,No,0,NA,NA,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,f,0,m,22,e,a,e,d,d,b,c,a,c,a,c,c,0,1,3,2,0,1,1,0,6,6,3,6,1,3,3,3,6,6,2,0,0,3,10,1,5,8,3,8,5,6,8,Nie,0,NA,NA,b,2,single,1/9/2023
en,TRUE,game,3,m,5,m,32,b,d,a,c,a,e,b,c,b,a,c,b,1,2,3,2,3,2,3,2,3,2,3,1,2,1,2,1,2,1,2,1,2,7,6,5,8,7,7,9,7,6,8,Yes,2,2,2,b,2,in relationship,3/21/2023
en,TRUE,game,1,f,0,m,56,b,a,a,a,a,a,c,c,a,c,c,c,2,5,6,6,0,5,6,0,3,6,6,5,6,2,5,6,4,5,6,1,6,6,8,8,7,6,6,8,8,8,7,Yes,3,17,34,b,2,in relationship,3/21/2023
pl,TRUE,AB12,1,f,1,m,25,a,c,a,e,d,e,c,b,a,c,b,b,5,5,5,6,0,3,3,0,4,5,6,5,6,3,4,6,6,5,6,0,6,10,6,6,8,6,6,8,7,8,7,Nie,0,NA,NA,b,2,in relationship,12/29/2022
pl,TRUE,KG0902,1,f,0,m,21,b,c,a,d,a,e,b,a,b,c,b,b,6,5,4,6,0,5,1,0,2,5,3,1,5,4,5,2,6,0,4,6,3,8,10,9,6,6,6,11,9,6,8,Nie,0,NA,NA,b,2,in relationship,1/4/2023
en,TRUE,game,2,m,4,m,32,d,b,d,c,a,c,b,a,b,c,b,b,4,3,4,5,6,3,5,4,4,5,3,3,4,3,4,2,3,4,2,5,3,2,3,8,7,5,3,5,5,4,4,Yes,1,4,NA,a,2,in relationship,3/7/2023
